feature,importance
reit_avg_btm,0.2074411967854354
reit_avg_beta,0.15796145143689042
year_index,0.15628879453596123
mortgage_lag2,0.12760104410893605
reit_avg_assets,0.10665557318624955
reit_avg_debt_at,0.10660015610826189
reit_avg_roe,0.06717828749125755
reit_avg_cash_at,0.05292902272407481
crisis_2008_2009,0.017344473622933145
crisis_2020_2021,0.0
post_rate_shock_2022_2023,0.0
